SOURCE,PRICE,CENSUS_TRACT,PRICE.1,BATHRM,ROOMS,KITCHENS,FIREPLACES,YEAR
Residential,315000.0,1500.0,315000.0,3,9,1.0,2,2018
Residential,1250000.0,1500.0,1250000.0,6,11,1.0,1,2018
Residential,660000.0,1500.0,660000.0,3,6,1.0,1,2018
Residential,615000.0,1500.0,615000.0,2,7,1.0,2,2018
Residential,600000.0,1500.0,600000.0,2,6,1.0,1,2018
Residential,573000.0,1500.0,573000.0,2,7,1.0,1,2018
Residential,855000.0,1500.0,855000.0,4,7,1.0,1,2018
Residential,775000.0,1500.0,775000.0,4,9,1.0,2,2018
Residential,595000.0,1500.0,595000.0,4,7,1.0,1,2018
Residential,370000.0,1500.0,370000.0,3,10,1.0,2,2018
Residential,475000.0,1500.0,475000.0,2,5,1.0,0,2018
Residential,1525000.0,1500.0,1525000.0,3,9,1.0,1,2018
Residential,1305910.0,1500.0,1305910.0,7,11,1.0,2,2018
Residential,1825000.0,1500.0,1825000.0,5,11,1.0,2,2018
Residential,647000.0,3900.0,647000.0,1,7,1.0,0,2018
Residential,560000.0,2600.0,560000.0,3,7,1.0,1,2018
Residential,1070000.0,2600.0,1070000.0,4,9,1.0,1,2018
Residential,690000.0,2600.0,690000.0,3,7,1.0,1,2018
Residential,389500.0,2600.0,389500.0,2,8,1.0,2,2018
Residential,1575000.0,2600.0,1575000.0,3,8,1.0,1,2018
Residential,1177500.0,2600.0,1177500.0,3,14,1.0,2,2018
Residential,103000.0,2801.0,103000.0,1,9,1.0,1,2018
Residential,462000.0,2801.0,462000.0,2,8,1.0,0,2018
Residential,990000.0,2801.0,990000.0,3,7,1.0,0,2018
Residential,250000.0,2801.0,250000.0,3,6,3.0,0,2018
Residential,225000.0,2801.0,225000.0,1,6,1.0,0,2018
Residential,480000.0,2801.0,480000.0,2,7,1.0,0,2018
Residential,740000.0,2801.0,740000.0,2,6,1.0,0,2018
Residential,707000.0,2801.0,707000.0,4,12,2.0,0,2018
Residential,660000.0,2801.0,660000.0,3,6,2.0,0,2018
Residential,985000.0,2801.0,985000.0,3,12,3.0,0,2018
Residential,139900.0,2801.0,139900.0,2,5,1.0,1,2018
Residential,850000.0,2801.0,850000.0,3,7,1.0,0,2018
Residential,650000.0,2801.0,650000.0,3,10,2.0,1,2018
Residential,730000.0,2801.0,730000.0,3,7,1.0,1,2018
Residential,705000.0,2600.0,705000.0,3,9,1.0,2,2018
Residential,660000.0,2600.0,660000.0,2,8,1.0,2,2018
Residential,870000.0,2600.0,870000.0,3,7,1.0,0,2018
Residential,279500.0,2600.0,279500.0,2,6,1.0,0,2018
Residential,200000.0,2600.0,200000.0,3,8,1.0,2,2018
Residential,1100000.0,2600.0,1100000.0,2,6,1.0,1,2018
Residential,825000.0,2600.0,825000.0,2,9,1.0,2,2018
Residential,1190730.0,2600.0,1190730.0,3,9,1.0,1,2018
Residential,420000.0,2600.0,420000.0,2,6,1.0,2,2018
Residential,896000.0,2600.0,896000.0,3,10,1.0,1,2018
Residential,930000.0,2600.0,930000.0,2,6,1.0,2,2018
Residential,255000.0,2600.0,255000.0,2,6,1.0,2,2018
Residential,675000.0,2600.0,675000.0,2,8,1.0,2,2018
Residential,1210000.0,2600.0,1210000.0,4,10,1.0,1,2018
Residential,1005000.0,2600.0,1005000.0,4,8,2.0,2,2018
Residential,615000.0,2600.0,615000.0,2,7,1.0,1,2018
Residential,272500.0,2600.0,272500.0,3,12,1.0,2,2018
Residential,500000.0,3800.0,500000.0,2,6,1.0,0,2018
Residential,695500.0,3800.0,695500.0,2,6,1.0,1,2018
Residential,625000.0,3800.0,625000.0,1,5,1.0,1,2018
Residential,85000.0,3800.0,85000.0,3,10,3.0,0,2018
Residential,725000.0,3800.0,725000.0,6,11,2.0,0,2018
Residential,370000.0,2802.0,370000.0,3,13,2.0,0,2018
Residential,1100000.0,2802.0,1100000.0,3,11,3.0,0,2018
Residential,659000.0,2802.0,659000.0,4,8,2.0,1,2018
Residential,615000.0,2802.0,615000.0,4,8,4.0,0,2018
Residential,738000.0,2802.0,738000.0,3,10,2.0,0,2018
Residential,802500.0,2802.0,802500.0,2,8,1.0,1,2018
Residential,117000.0,2802.0,117000.0,1,8,1.0,0,2018
Residential,65000.0,2802.0,65000.0,2,8,1.0,0,2018
Residential,106500.0,2802.0,106500.0,1,6,1.0,0,2018
Residential,865000.0,3800.0,865000.0,2,7,1.0,1,2018
Residential,600000.0,3800.0,600000.0,3,10,2.0,0,2018
Residential,1350000.0,3900.0,1350000.0,4,9,2.0,1,2018
Residential,1125000.0,3900.0,1125000.0,4,13,2.0,0,2018
Residential,1180000.0,3900.0,1180000.0,3,6,1.0,0,2018
Residential,895000.0,3900.0,895000.0,3,6,2.0,1,2018
Residential,625000.0,3900.0,625000.0,1,6,1.0,1,2018
Residential,385000.0,3900.0,385000.0,1,9,2.0,0,2018
Residential,1205000.0,3900.0,1205000.0,3,8,1.0,1,2018
Residential,960000.0,3900.0,960000.0,3,7,1.0,0,2018
Residential,1159500.0,3900.0,1159500.0,3,9,2.0,1,2018
Residential,799000.0,3900.0,799000.0,3,12,2.0,1,2018
Residential,750000.0,3900.0,750000.0,3,10,2.0,1,2018
Residential,980000.0,3900.0,980000.0,3,7,2.0,1,2018
Residential,204000.0,3900.0,204000.0,2,11,2.0,2,2018
Residential,499000.0,3900.0,499000.0,3,10,2.0,1,2018
Residential,676000.0,3900.0,676000.0,3,9,3.0,0,2018
Residential,1130000.0,3900.0,1130000.0,3,11,2.0,1,2018
Residential,855000.0,3900.0,855000.0,2,8,1.0,3,2018
Residential,247000.0,2801.0,247000.0,1,6,1.0,1,2018
Residential,579900.0,2801.0,579900.0,2,6,1.0,1,2018
Residential,127000.0,2801.0,127000.0,1,6,1.0,1,2018
Residential,780000.0,2801.0,780000.0,3,6,1.0,0,2018
Residential,535000.0,2801.0,535000.0,2,6,1.0,1,2018
Residential,375000.0,2001.0,375000.0,2,8,1.0,0,2018
Residential,463000.0,2001.0,463000.0,3,12,1.0,0,2018
Residential,915000.0,2001.0,915000.0,4,7,1.0,1,2018
Residential,330000.0,2001.0,330000.0,3,10,1.0,1,2018
Residential,600000.0,2001.0,600000.0,4,9,1.0,1,2018
Residential,780000.0,2001.0,780000.0,4,8,1.0,2,2018
Residential,728707.0,2001.0,728707.0,3,8,4.0,0,2018
Residential,120000.0,2001.0,120000.0,4,8,4.0,0,2018
Residential,315000.0,2001.0,315000.0,3,9,1.0,0,2018
Residential,353950.0,2001.0,353950.0,3,10,1.0,2,2018
Residential,600000.0,2001.0,600000.0,1,8,1.0,1,2018
Residential,1000000.0,2001.0,1000000.0,4,12,1.0,1,2018
Residential,1015000.0,2001.0,1015000.0,2,9,1.0,2,2018
Residential,875000.0,2001.0,875000.0,3,8,1.0,1,2018
Residential,1265000.0,2600.0,1265000.0,2,10,1.0,1,2018
Residential,650000.0,2600.0,650000.0,1,6,1.0,1,2018
Residential,649000.0,2600.0,649000.0,2,8,1.0,0,2018
Residential,1062000.0,2600.0,1062000.0,3,7,2.0,2,2018
Residential,899999.0,2600.0,899999.0,2,8,1.0,1,2018
Residential,770000.0,2600.0,770000.0,2,8,1.0,1,2018
Residential,700000.0,2600.0,700000.0,3,8,1.0,2,2018
Residential,770100.0,2600.0,770100.0,3,9,1.0,2,2018
Residential,952500.0,2600.0,952500.0,2,8,1.0,1,2018
Residential,1270000.0,2600.0,1270000.0,3,9,1.0,3,2018
Residential,525000.0,2600.0,525000.0,3,7,1.0,1,2018
Residential,803000.0,2600.0,803000.0,3,7,1.0,1,2018
Residential,295000.0,2600.0,295000.0,2,7,1.0,1,2018
Residential,390000.0,2600.0,390000.0,2,7,1.0,1,2018
Residential,1300000.0,2600.0,1300000.0,4,8,1.0,1,2018
Residential,830000.0,2702.0,830000.0,1,7,1.0,1,2018
Residential,910000.0,2702.0,910000.0,3,8,1.0,1,2018
Residential,837000.0,2702.0,837000.0,3,7,1.0,1,2018
Residential,1036000.0,2702.0,1036000.0,3,7,1.0,1,2018
Residential,1260000.0,2702.0,1260000.0,3,7,1.0,2,2018
Residential,398980.0,2702.0,398980.0,2,8,1.0,1,2018
Residential,343000.0,2702.0,343000.0,2,7,1.0,1,2018
Residential,920000.0,2702.0,920000.0,3,10,2.0,1,2018
Residential,570000.0,2702.0,570000.0,4,17,2.0,2,2018
Residential,1225000.0,2702.0,1225000.0,3,10,2.0,1,2018
Residential,875000.0,2702.0,875000.0,2,7,1.0,1,2018
Residential,842500.0,2702.0,842500.0,3,9,2.0,2,2018
Residential,235000.0,2702.0,235000.0,1,7,1.0,1,2018
Residential,711000.0,2702.0,711000.0,4,6,1.0,1,2018
Residential,1049000.0,2702.0,1049000.0,3,6,2.0,1,2018
Residential,725000.0,2701.0,725000.0,2,6,2.0,0,2018
Residential,830000.0,2701.0,830000.0,3,6,2.0,0,2018
Residential,515000.0,2701.0,515000.0,1,7,1.0,0,2018
Residential,1550000.0,2702.0,1550000.0,6,9,2.0,1,2018
Residential,765000.0,2702.0,765000.0,2,9,1.0,0,2018
Residential,1210000.0,2702.0,1210000.0,3,10,1.0,5,2018
Residential,1380000.0,2702.0,1380000.0,3,14,3.0,3,2018
Residential,825000.0,2702.0,825000.0,5,10,2.0,2,2018
Residential,605000.0,2702.0,605000.0,3,9,4.0,1,2018
Residential,1100000.0,2702.0,1100000.0,4,9,4.0,1,2018
Residential,1295000.0,2702.0,1295000.0,4,15,2.0,1,2018
Residential,1199000.0,2702.0,1199000.0,3,7,2.0,2,2018
Residential,720000.0,2702.0,720000.0,3,8,2.0,1,2018
Residential,1050000.0,2702.0,1050000.0,3,10,1.0,0,2018
Residential,253920.0,2702.0,253920.0,3,9,2.0,0,2018
Residential,770000.0,2701.0,770000.0,2,10,1.0,1,2018
Residential,875000.0,2701.0,875000.0,2,8,1.0,2,2018
Residential,1413035.0,2701.0,1413035.0,3,8,1.0,1,2018
Residential,745000.0,2001.0,745000.0,2,6,1.0,2,2018
Residential,730000.0,2001.0,730000.0,4,10,1.0,1,2018
Residential,139000.0,3700.0,139000.0,3,9,2.0,0,2018
Residential,303500.0,3700.0,303500.0,4,16,4.0,0,2018
Residential,158975.0,3700.0,158975.0,1,6,1.0,0,2018
Residential,171000.0,3700.0,171000.0,3,6,3.0,0,2018
Residential,389500.0,3700.0,389500.0,2,6,2.0,0,2018
Residential,599000.0,3700.0,599000.0,2,6,1.0,0,2018
Residential,275000.0,3700.0,275000.0,1,6,1.0,0,2018
Residential,390000.0,3700.0,390000.0,3,6,2.0,0,2018
Residential,353893.0,3700.0,353893.0,1,6,1.0,0,2018
Residential,378000.0,3700.0,378000.0,2,6,2.0,0,2018
Residential,175000.0,3700.0,175000.0,2,6,1.0,0,2018
Residential,420000.0,3700.0,420000.0,2,6,2.0,0,2018
Residential,175000.0,3700.0,175000.0,2,6,1.0,0,2018
Residential,185000.0,3700.0,185000.0,2,6,1.0,0,2018
Residential,1200000.0,3700.0,1200000.0,1,11,1.0,2,2018
Residential,259000.0,3700.0,259000.0,4,10,2.0,2,2018
Residential,235000.0,3700.0,235000.0,3,10,3.0,2,2018
Residential,340000.0,2600.0,340000.0,3,12,1.0,2,2018
Residential,250000.0,2600.0,250000.0,3,6,1.0,2,2018
Residential,927000.0,2600.0,927000.0,3,8,1.0,2,2018
Residential,1495000.0,2600.0,1495000.0,2,12,2.0,2,2018
Residential,1260000.0,2600.0,1260000.0,3,9,1.0,1,2018
Residential,900000.0,2600.0,900000.0,2,8,1.0,2,2018
Residential,595000.0,2600.0,595000.0,3,8,1.0,2,2018
Residential,454700.0,2600.0,454700.0,2,8,1.0,1,2018
Residential,1200000.0,2600.0,1200000.0,3,9,1.0,1,2018
Residential,1222000.0,2600.0,1222000.0,3,7,1.0,2,2018
Residential,1185000.0,2600.0,1185000.0,3,12,1.0,3,2018
Residential,1200000.0,2600.0,1200000.0,4,9,1.0,1,2018
Residential,250000.0,2600.0,250000.0,2,9,2.0,2,2018
Residential,84450.0,2600.0,84450.0,3,9,1.0,1,2018
Residential,1181000.0,2600.0,1181000.0,4,10,1.0,4,2018
Residential,900000.0,2600.0,900000.0,3,8,1.0,1,2018
Residential,775000.0,2600.0,775000.0,2,8,1.0,2,2018
Residential,735000.0,2600.0,735000.0,2,7,2.0,2,2018
Residential,890000.0,2501.0,890000.0,3,8,2.0,0,2018
Residential,184500.0,2501.0,184500.0,1,7,1.0,0,2018
Residential,690000.0,2501.0,690000.0,2,10,1.0,0,2018
Residential,676000.0,2501.0,676000.0,2,6,1.0,1,2018
Residential,645000.0,2501.0,645000.0,2,8,2.0,1,2018
Residential,295000.0,2501.0,295000.0,3,10,1.0,1,2018
Residential,545000.0,2501.0,545000.0,3,7,1.0,0,2018
Residential,749000.0,2701.0,749000.0,3,11,1.0,2,2018
Residential,980000.0,2701.0,980000.0,3,7,2.0,0,2018
Residential,850000.0,2701.0,850000.0,2,6,2.0,0,2018
Residential,510000.0,2701.0,510000.0,1,6,1.0,0,2018
Residential,630000.0,2701.0,630000.0,2,6,1.0,0,2018
Residential,79300.0,2701.0,79300.0,2,6,2.0,0,2018
Residential,650000.0,2701.0,650000.0,2,8,1.0,0,2018
Residential,785000.0,2701.0,785000.0,3,7,1.0,0,2018
Residential,630000.0,2701.0,630000.0,3,9,2.0,1,2018
Residential,368000.0,2701.0,368000.0,3,9,2.0,1,2018
Residential,545000.0,2701.0,545000.0,3,8,2.0,1,2018
Residential,275000.0,2701.0,275000.0,3,10,2.0,1,2018
Residential,162000.0,2701.0,162000.0,3,8,2.0,1,2018
Residential,610000.0,2701.0,610000.0,3,8,2.0,1,2018
Residential,441000.0,2701.0,441000.0,3,7,2.0,1,2018
Residential,525000.0,2701.0,525000.0,1,6,1.0,0,2018
Residential,991000.0,2701.0,991000.0,1,7,1.0,0,2018
Residential,745000.0,2701.0,745000.0,2,6,1.0,0,2018
Residential,715000.0,2701.0,715000.0,1,8,1.0,1,2018
Residential,424000.0,2701.0,424000.0,4,7,1.0,1,2018
Residential,898000.0,2701.0,898000.0,2,6,1.0,0,2018
Residential,725000.0,2701.0,725000.0,2,6,1.0,0,2018
Residential,878750.0,2701.0,878750.0,3,10,2.0,1,2018
Residential,1053300.0,2701.0,1053300.0,3,7,1.0,1,2018
Residential,255000.0,2701.0,255000.0,2,9,2.0,0,2018
Residential,835000.0,2701.0,835000.0,3,11,2.0,1,2018
Residential,659000.0,2701.0,659000.0,1,6,1.0,1,2018
Residential,2000000.0,2701.0,2000000.0,5,12,1.0,4,2018
Residential,2970000.0,2701.0,2970000.0,3,12,1.0,5,2018
Residential,391000.0,2701.0,391000.0,4,9,1.0,2,2018
Residential,325000.0,4001.0,325000.0,2,8,1.0,0,2018
Residential,865000.0,4001.0,865000.0,4,6,2.0,1,2018
Residential,835000.0,4001.0,835000.0,3,9,1.0,0,2018
Residential,555000.0,4001.0,555000.0,2,6,2.0,0,2018
Residential,1210000.0,4001.0,1210000.0,3,9,1.0,1,2018
Residential,600000.0,3700.0,600000.0,2,10,2.0,2,2018
Residential,1380000.0,3700.0,1380000.0,6,12,3.0,2,2018
Residential,800000.0,2600.0,800000.0,2,6,1.0,1,2018
Residential,900000.0,2600.0,900000.0,3,9,1.0,2,2018
Residential,810000.0,2600.0,810000.0,3,8,1.0,2,2018
Residential,879000.0,2600.0,879000.0,5,7,1.0,2,2018
Residential,410000.0,2600.0,410000.0,1,9,1.0,2,2018
Residential,970000.0,2600.0,970000.0,2,9,1.0,1,2018
Residential,920000.0,2600.0,920000.0,2,7,1.0,2,2018
Residential,689000.0,2600.0,689000.0,3,6,1.0,1,2018
Residential,295000.0,2600.0,295000.0,2,9,1.0,1,2018
Residential,640000.0,2600.0,640000.0,3,6,1.0,1,2018
Residential,851000.0,2600.0,851000.0,3,11,2.0,1,2018
Residential,967500.0,2600.0,967500.0,4,8,2.0,1,2018
Residential,1157325.0,2600.0,1157325.0,3,8,1.0,1,2018
Residential,850000.0,2600.0,850000.0,2,8,1.0,1,2018
Residential,275000.0,2600.0,275000.0,2,7,1.0,1,2018
Residential,280000.0,2600.0,280000.0,2,7,1.0,2,2018
Residential,440000.0,2600.0,440000.0,3,7,1.0,2,2018
Residential,750000.0,2600.0,750000.0,2,10,1.0,1,2018
Residential,319000.0,2600.0,319000.0,4,5,1.0,1,2018
Residential,670000.0,2600.0,670000.0,3,7,1.0,2,2018
Residential,549000.0,2501.0,549000.0,4,6,1.0,0,2018
Residential,776000.0,2501.0,776000.0,2,9,1.0,0,2018
Residential,159000.0,2501.0,159000.0,2,7,1.0,0,2018
Residential,222500.0,2501.0,222500.0,1,6,1.0,0,2018
Residential,580000.0,2501.0,580000.0,1,8,1.0,0,2018
Residential,530000.0,2501.0,530000.0,1,7,1.0,0,2018
Residential,430000.0,2501.0,430000.0,3,7,2.0,1,2018
Residential,1075000.0,2501.0,1075000.0,3,7,1.0,1,2018
Residential,915000.0,2501.0,915000.0,3,8,2.0,1,2018
Residential,520510.0,2501.0,520510.0,4,10,3.0,1,2018
Residential,525000.0,2501.0,525000.0,1,7,1.0,0,2018
Residential,760000.0,2600.0,760000.0,3,8,1.0,2,2018
Residential,360000.0,2600.0,360000.0,2,7,1.0,2,2018
Residential,361000.0,2600.0,361000.0,3,6,1.0,0,2018
Residential,810000.0,2600.0,810000.0,2,6,1.0,0,2018
Residential,600000.0,2600.0,600000.0,1,6,1.0,1,2018
Residential,485000.0,2600.0,485000.0,1,6,1.0,0,2018
Residential,245000.0,2600.0,245000.0,2,7,1.0,2,2018
Residential,280000.0,2600.0,280000.0,2,6,1.0,2,2018
Residential,749900.0,2701.0,749900.0,3,6,1.0,1,2018
Residential,815000.0,2701.0,815000.0,2,7,1.0,0,2018
Residential,910000.0,2701.0,910000.0,2,9,1.0,1,2018
Residential,335000.0,2701.0,335000.0,1,6,1.0,1,2018
Residential,757000.0,2701.0,757000.0,3,6,1.0,2,2018
Residential,1100000.0,2701.0,1100000.0,2,5,1.0,2,2018
Residential,380000.0,2701.0,380000.0,2,10,1.0,1,2018
Residential,917000.0,2701.0,917000.0,2,6,1.0,1,2018
Residential,725000.0,2701.0,725000.0,1,7,1.0,1,2018
Residential,787070.0,3800.0,787070.0,4,10,2.0,1,2018
Residential,1150000.0,3900.0,1150000.0,3,8,2.0,1,2018
Residential,224500.0,1804.0,224500.0,2,6,1.0,1,2018
Residential,365000.0,1803.0,365000.0,2,6,1.0,0,2018
Residential,59000.0,1803.0,59000.0,2,6,1.0,0,2018
Residential,210000.0,1803.0,210000.0,2,6,1.0,0,2018
Residential,512500.0,1803.0,512500.0,2,6,1.0,0,2018
Residential,280000.0,1803.0,280000.0,2,6,1.0,0,2018
Residential,499700.0,1803.0,499700.0,2,6,1.0,0,2018
Residential,429000.0,1803.0,429000.0,2,6,1.0,0,2018
Residential,140000.0,1803.0,140000.0,2,6,1.0,1,2018
Residential,625000.0,1803.0,625000.0,2,6,1.0,1,2018
Residential,581621.0,1803.0,581621.0,2,6,1.0,1,2018
Residential,525000.0,1803.0,525000.0,3,6,1.0,1,2018
Residential,285000.0,1600.0,285000.0,2,12,1.0,1,2018
Residential,800000.0,1600.0,800000.0,2,7,1.0,1,2018
Residential,625000.0,1600.0,625000.0,1,8,1.0,1,2018
Residential,600000.0,1600.0,600000.0,3,6,1.0,2,2018
Residential,651312.0,1600.0,651312.0,3,8,1.0,2,2018
Residential,180000.0,1600.0,180000.0,1,8,1.0,1,2018
Residential,475000.0,1600.0,475000.0,2,9,1.0,1,2018
Residential,820000.0,1600.0,820000.0,2,9,1.0,1,2018
Residential,599000.0,2001.0,599000.0,4,10,2.0,1,2018
Residential,320000.0,2001.0,320000.0,4,8,2.0,1,2018
Residential,715010.0,2001.0,715010.0,2,8,2.0,1,2018
Residential,735000.0,2001.0,735000.0,4,8,2.0,1,2018
Residential,860000.0,2001.0,860000.0,3,8,1.0,1,2018
Residential,580000.0,2501.0,580000.0,1,5,1.0,0,2018
Residential,545000.0,2501.0,545000.0,2,6,1.0,0,2018
Residential,715000.0,2501.0,715000.0,2,7,1.0,1,2018
Residential,540000.0,2501.0,540000.0,1,6,1.0,0,2018
Residential,540000.0,2501.0,540000.0,1,7,1.0,0,2018
Residential,745000.0,2501.0,745000.0,3,8,1.0,1,2018
Residential,870000.0,2802.0,870000.0,3,13,3.0,0,2018
Residential,965000.0,2802.0,965000.0,5,10,4.0,4,2018
Residential,130000.0,2802.0,130000.0,4,11,1.0,4,2018
Residential,1049000.0,2802.0,1049000.0,3,7,1.0,3,2018
Residential,945000.0,2802.0,945000.0,4,11,2.0,2,2018
Residential,1225000.0,2802.0,1225000.0,4,9,1.0,2,2018
Residential,150000.0,2802.0,150000.0,2,6,2.0,0,2018
Residential,951000.0,2802.0,951000.0,3,6,2.0,0,2018
Residential,552200.0,2802.0,552200.0,1,6,1.0,0,2018
Residential,138900.0,2802.0,138900.0,2,10,1.0,0,2018
Residential,990000.0,2802.0,990000.0,2,6,1.0,0,2018
Residential,325000.0,2802.0,325000.0,2,8,1.0,0,2018
Residential,1125000.0,2802.0,1125000.0,2,9,1.0,0,2018
Residential,479000.0,2802.0,479000.0,1,7,1.0,0,2018
Residential,690000.0,2802.0,690000.0,2,10,2.0,1,2018
Residential,1105000.0,2802.0,1105000.0,10,19,1.0,1,2018
Residential,270000.0,2600.0,270000.0,3,9,1.0,2,2018
Residential,865000.0,2600.0,865000.0,2,10,1.0,1,2018
Residential,324000.0,2600.0,324000.0,2,7,1.0,2,2018
Residential,710000.0,2600.0,710000.0,2,9,1.0,2,2018
Residential,327750.0,2600.0,327750.0,3,9,1.0,3,2018
Residential,25000.0,2600.0,25000.0,3,9,1.0,1,2018
Residential,753000.0,2600.0,753000.0,2,8,1.0,1,2018
Residential,850000.0,2600.0,850000.0,2,9,1.0,0,2018
Residential,210000.0,2600.0,210000.0,2,9,1.0,1,2018
Residential,1150000.0,2600.0,1150000.0,4,12,1.0,1,2018
Residential,323500.0,2600.0,323500.0,2,11,1.0,1,2018
Residential,460000.0,2600.0,460000.0,2,10,1.0,1,2018
Residential,835900.0,2600.0,835900.0,3,10,1.0,1,2018
Residential,610000.0,2600.0,610000.0,3,8,1.0,0,2018
Residential,550000.0,1803.0,550000.0,2,7,1.0,2,2018
Residential,678000.0,1803.0,678000.0,2,7,1.0,2,2018
Residential,681000.0,1803.0,681000.0,4,7,1.0,2,2018
Residential,835000.0,1803.0,835000.0,2,7,1.0,2,2018
Residential,881250.0,1803.0,881250.0,2,6,1.0,2,2018
Residential,100507.0,1803.0,100507.0,2,7,1.0,2,2018
Residential,550000.0,1803.0,550000.0,2,8,1.0,2,2018
Residential,1225000.0,1600.0,1225000.0,4,14,2.0,2,2018
Residential,1450000.0,1600.0,1450000.0,3,12,1.0,2,2018
Residential,429640.0,1600.0,429640.0,4,11,1.0,2,2018
Residential,403750.0,1600.0,403750.0,2,6,1.0,2,2018
Residential,550000.0,1600.0,550000.0,3,8,1.0,2,2018
Residential,1150000.0,1600.0,1150000.0,3,8,1.0,2,2018
Residential,616000.0,2001.0,616000.0,2,8,1.0,2,2018
Residential,99401.0,2001.0,99401.0,2,6,1.0,2,2018
Residential,312000.0,2001.0,312000.0,3,9,1.0,2,2018
Residential,522700.0,2001.0,522700.0,3,9,1.0,2,2018
Residential,1115000.0,2001.0,1115000.0,3,9,1.0,1,2018
Residential,129900.0,2001.0,129900.0,2,7,1.0,0,2018
Residential,219000.0,2001.0,219000.0,2,9,1.0,1,2018
Residential,660000.0,2001.0,660000.0,2,8,1.0,1,2018
Residential,175000.0,2001.0,175000.0,2,6,1.0,0,2018
Residential,660000.0,1600.0,660000.0,4,14,1.0,0,2018
Residential,1145000.0,1600.0,1145000.0,4,9,1.0,2,2018
Residential,1400000.0,1600.0,1400000.0,4,10,1.0,1,2018
Residential,740000.0,1600.0,740000.0,3,7,1.0,1,2018
Residential,780000.0,1600.0,780000.0,3,8,1.0,1,2018
Residential,1050000.0,2802.0,1050000.0,4,15,2.0,1,2018
Residential,508000.0,2802.0,508000.0,4,11,2.0,0,2018
Residential,260000.0,2600.0,260000.0,1,6,1.0,1,2018
Residential,925000.0,2600.0,925000.0,3,9,1.0,1,2018
Residential,650000.0,2600.0,650000.0,2,8,1.0,1,2018
Residential,795000.0,2600.0,795000.0,2,9,1.0,1,2018
Residential,340000.0,2600.0,340000.0,2,7,1.0,1,2018
Residential,560000.0,2600.0,560000.0,3,9,1.0,1,2018
Residential,879000.0,2600.0,879000.0,2,9,1.0,1,2018
Residential,325000.0,2600.0,325000.0,2,12,1.0,1,2018
Residential,860000.0,2501.0,860000.0,3,7,1.0,1,2018
Residential,895000.0,2501.0,895000.0,3,10,1.0,2,2018
Residential,877000.0,2501.0,877000.0,3,7,1.0,2,2018
Residential,137950.0,2501.0,137950.0,2,7,1.0,0,2018
Residential,772000.0,2501.0,772000.0,3,8,1.0,1,2018
Residential,585000.0,2501.0,585000.0,3,8,1.0,1,2018
Residential,194500.0,2501.0,194500.0,2,8,1.0,1,2018
Residential,232000.0,2501.0,232000.0,3,8,1.0,1,2018
Residential,629000.0,2501.0,629000.0,3,8,2.0,1,2018
Residential,345800.0,2501.0,345800.0,2,8,1.0,1,2018
Residential,800000.0,2501.0,800000.0,2,9,1.0,1,2018
Residential,165000.0,2501.0,165000.0,3,12,1.0,1,2018
Residential,615000.0,2501.0,615000.0,2,9,1.0,1,2018
Residential,890000.0,2501.0,890000.0,3,8,1.0,1,2018
Residential,154000.0,2501.0,154000.0,2,8,1.0,1,2018
Residential,230000.0,2501.0,230000.0,2,6,1.0,1,2018
Residential,810000.0,2501.0,810000.0,3,7,2.0,0,2018
Residential,288400.0,2501.0,288400.0,3,8,1.0,1,2018
Residential,275000.0,2002.0,275000.0,4,11,1.0,2,2018
Residential,630000.0,2002.0,630000.0,3,7,1.0,2,2018
Residential,210000.0,2002.0,210000.0,2,7,1.0,0,2018
Residential,355000.0,2002.0,355000.0,2,8,1.0,1,2018
Residential,1425000.0,1600.0,1425000.0,3,8,1.0,1,2018
Residential,699000.0,1600.0,699000.0,2,6,1.0,1,2018
Residential,584000.0,1600.0,584000.0,4,8,1.0,1,2018
Residential,552000.0,1600.0,552000.0,2,5,1.0,2,2018
Residential,775000.0,1600.0,775000.0,2,9,1.0,1,2018
Residential,610000.0,1600.0,610000.0,3,7,1.0,1,2018
Residential,899000.0,1600.0,899000.0,3,8,1.0,1,2018
Residential,260000.0,1600.0,260000.0,3,11,1.0,2,2018
Residential,607000.0,1600.0,607000.0,2,12,1.0,2,2018
Residential,565000.0,1600.0,565000.0,2,9,1.0,0,2018
Residential,325000.0,1600.0,325000.0,3,9,1.0,1,2018
Residential,235000.0,1600.0,235000.0,3,8,1.0,0,2018
Residential,250000.0,1600.0,250000.0,3,7,1.0,0,2018
Residential,487000.0,1600.0,487000.0,2,8,1.0,1,2018
Residential,220000.0,1600.0,220000.0,2,5,1.0,0,2018
Residential,638000.0,1600.0,638000.0,2,7,1.0,2,2018
Residential,662500.0,1600.0,662500.0,3,7,1.0,1,2018
Residential,822970.0,1600.0,822970.0,3,8,1.0,2,2018
Residential,236000.0,1600.0,236000.0,2,8,1.0,1,2018
Residential,91500.0,1600.0,91500.0,3,6,1.0,1,2018
Residential,239000.0,1600.0,239000.0,2,8,1.0,1,2018
Residential,818000.0,1600.0,818000.0,4,9,1.0,2,2018
Residential,995000.0,1600.0,995000.0,3,10,1.0,2,2018
Residential,425000.0,1600.0,425000.0,2,11,1.0,2,2018
Residential,352000.0,1600.0,352000.0,2,8,1.0,2,2018
Residential,840000.0,1600.0,840000.0,3,8,1.0,1,2018
Residential,425000.0,1600.0,425000.0,3,10,1.0,2,2018
Residential,1470000.0,1600.0,1470000.0,3,8,1.0,1,2018
